geneid	pubmedid	publication	annotationmethod	annotationsource
NCU05803	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05846	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU09299	18474589	A. Castro, C. Lemos, A. Falc?o, NL. Glass, A. Videira. Increased resistance of complex I mutants to phytosphingosine-induced programmed cell death.	Manual	Broad_CAP
NCU09299	19239619	M. Duarte, A. Videira. Effects of mitochondrial complex III disruption in the respiratory chain of Neurospora crassa.	Manual	Broad_CAP
NCU09299	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU09567	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02729	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU00636	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00636	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00734	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03004	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU03004	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU03004	9290248	Nelson, M.A., S. Kang, E.L. Braun, M.E. Crawford, P.L. Dolan, P.M. Leonard, J. Mitchell, A.M. Armijo, L. Bean, E. Blueyes, T. Cushing, A. Errett, M. Fleharty, M. Gorman, K. Judson, R. Miller, J. Ortega, I. Pavlova, J. Perea, S. Todisco, R. Trujillo, J. Valentine, A. Wells, M. Werner-Washburne and D.O. Natvig. Expressed sequences from conidial, mycelial and sexual stages of Neurospora crassa.	Manual	Broad_CAP
NCU00565	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU09235	16287898	T. Kasuga, JP. Townsend, C. Tian, LB. Gilbert, G. Mannhaupt, JW. Taylor, NL. Glass. Long-oligomer microarray profiling in Neurospora crassa reveals the transcriptional program underlying biochemical and physiological events of conidial germination.	Manual	Broad_CAP
NCU09235	1834495	MS. Sachs, C. Yanofsky. Developmental expression of genes involved in conidiation and amino acid biosynthesis in Neurospora crassa.	Manual	Broad_CAP
NCU09235	2521382	AN. Roberts, C. Yanofsky. Genes expressed during conidiation in Neurospora crassa: characterization of con-8.	Manual	Broad_CAP
NCU09235	7604041	A. Carattoli, E. Kato, M. Rodriguez-Franco, WD. Stuart, G. Macino. A chimeric light-regulated amino acid transport system allows the isolation of blue light regulator (blr) mutants of Neurospora crassa.	Manual	Broad_CAP
NCU09235	8016143	L. Madi, DJ. Ebbole, BT. White, C. Yanofsky. Mutants of Neurospora crassa that alter gene expression and conidia development.	Manual	Broad_CAP
NCU09235	8887652	CT. Yamashiro, DJ. Ebbole, BU. Lee, RE. Brown, C. Bourland, L. Madi, C. Yanofsky. Characterization of rco-1 of Neurospora crassa, a pleiotropic gene affecting growth and development that encodes a homolog of Tup1 of Saccharomyces cerevisiae.	Manual	Broad_CAP
NCU09235	9108272	H. Linden, M. Rodriguez-Franco, G. Macino. Mutants of Neurospora crassa defective in regulation of blue light perception.	Manual	Broad_CAP
NCU01940	19246761	RR. Lew, S. Nasserifar. Transient responses during hyperosmotic shock in the filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01940	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08746	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01498	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU03953	10216160	Sousa, R., B. Barquera, M. Duarte, M. Finel and A. Videira. Characterisation of the last Fe-cluster-binding subunit of Neurospora crassa complex I.	Manual	Broad_CAP
NCU03953	15956670	M. Duarte, U. Schulte, AV. Ushakova, A. Videira. Neurospora strains harboring mitochondrial disease-associated mutations in iron-sulfur subunits of complex I.	Manual	Broad_CAP
NCU03953	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05216	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04914	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU07662	12589072	Sichting M, Schell-Steven A, Prokisch H, Erdmann R and Rottensteiner H. Pex7p and Pex20p of Neurospora crassa function together in PTS2-dependent protein import into peroxisomes. 	Manual	Broad_CAP
NCU06550	11238395	LE. Bean, WH. Dvorachek, EL. Braun, A. Errett, GS. Saenz, MD. Giles, M. Werner-Washburne, MA. Nelson, DO. Natvig. Analysis of the pdx-1 (snz-1/sno-1) region of the Neurospora crassa genome: correlation of pyridoxine-requiring phenotypes with mutations in two structural genes.	Manual	Broad_CAP
NCU06550	17449655	C. Tian, T. Kasuga, MS. Sachs, NL. Glass. Transcriptional Profiling of Cross Pathway Control in Neurospora crassa and Comparative Analysis of the Gcn4 and CPC1 Regulons.	Manual	Broad_CAP
NCU06550	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05298	132603	Coddington, A.. Biochemical studies on the nit mutants of Neurospora crassa	Manual	Broad_CAP
NCU05298	15245647	MK. Christensen, G. Falkeid, JJ. Loros, JC. Dunlap, C. Lillo, P. Ruoff. A nitrate-induced frq-less oscillator in Neurospora crassa.	Manual	Broad_CAP
NCU05298	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05298	2142530	YH. Fu, GA. Marzluf. nit-2, the major positive-acting nitrogen regulatory gene of Neurospora crassa, encodes a sequence-specific DNA-binding protein.	Manual	Broad_CAP
NCU05298	2962990	Fu, Y-H. and G. A. Marzluf. Metabolic control and autogenous regulation of nit-3, the nitrate reductase structural gene of Neurospora crassa. 	Manual	Broad_CAP
NCU05298	2965995	Perrine, K. G. and G. A. Marzluf. Amber nonsense mutations in regulatory and structural genes of the nitrogen control circuit of Neurospora crassa	Manual	Broad_CAP
NCU05298	35517	Dantzig, A. H., F. L. Wiegmann, Jr., and A. Nason. Regulation of glutamate dehydrogenases in nit-2 and am mutants of Neurospora crassa.	Manual	Broad_CAP
NCU05298	5826322	Sorger, G. J. and N. H. Giles. Genetic control of nitrate reductase in Neurospora crassa	Manual	Broad_CAP
NCU05298	6449399	AB. Tomsett, RH. Garrett. The isolation and characterization of mutants defective in nitrate assimilation in Neurospora crassa.	Manual	Broad_CAP
NCU05298	7592372	Chiang, T. Y., and G. A. Marzluf. Binding affinity and functional significance of NIT2 and NIT4 binding sites in the promoter of the highly regulated nit-3 gene, which encodes nitrate reductase in Neurospora crassa	Manual	Broad_CAP
NCU05298	8226616	Brito, N., C. Gonzalez and G. A. Marzluf. Hypersensitive sites in the 5' promoter region of nit-3, a highly regulated structural gene of Neurospora crassa	Manual	Broad_CAP
NCU05298	8355655	Okamoto, P. M. and G. A. Marzluf. Nitrate reductase of Neurospora crassa: the functional role of individual amino acids in the heme domain as examined by site-directed mutagenesis.	Manual	Broad_CAP
NCU05298	8479443	Okamoto, P. M., R. H. Garrett and G. A. Marzluf. Molecular characterization of conventional and new repeat-induced mutants of nit-3, the structural gene that encodes nitrate reductase in Neurospora crassa. 	Manual	Broad_CAP
NCU05298	8552051	Gonzalez, C., Brito, N. and G. A. Marzluf. Functional analysis by site-directed mutagenesis of individual amino acid residues in the flavin domain of Neurospora crassa nitrate reductase	Manual	Broad_CAP
NCU05298	9632783	B. Feng, GA. Marzluf. Interaction between major nitrogen regulatory protein NIT2 and pathway-specific regulatory factor NIT4 is required for their synergistic activation of gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU00138	11738813	Poggeler K and Kuck U. Identification of transcriptionally expressed pheromone receptor genes in filamentous ascomycetes.	Manual	Broad_CAP
NCU09010	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU06269	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU07443	20034585	P. Korripally, A. Tiwari, A. Haritha, P. Kiranmayi, M. Bhanoori. Characterization of Ctr family genes and the elucidation of their role in the life cycle of Neurospora crassa.	Manual	Broad_CAP
NCU07491	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02476	17516063	YC. Park, KY. San, GN. Bennett. Characterization of alcohol dehydrogenase 1 and 3 from Neurospora crassa FGSC2489.	Manual	Broad_CAP
NCU09378	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00786	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU04211	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00682	15824453	S. Banno, N. Ochiai, R. Noguchi, M. Kimura, I. Yamaguchi, S. Kanzaki, T. Murayama, M. Fujimura. A catalytic subunit of cyclic AMP-dependent protein kinase, PKAC-1, regulates asexual differentiation in Neurospora crassa.	Manual	Broad_CAP
NCU00789	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02181	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU02181	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05516	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00537	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02480	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02078	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU08468	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU03509	11456465	E. Margolis-Clark, I. Hunt, S. Espinosa, BJ. Bowman. Identification of the gene at the pmg locus, encoding system II, the general amino acid transporter in Neurospora crassa.	Manual	Broad_CAP
NCU03509	133719	L. Wolfinbarger. Mutations in Neurospora crassa which affect multiple amino acid transport systems.	Manual	Broad_CAP
NCU03509	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03509	5645735	ES. Jacobson, RL. Metzenberg. A new gene which affects uptake of neutral and acidic amino acids in Neurospora crassa.	Manual	Broad_CAP
NCU03575	17449655	C. Tian, T. Kasuga, MS. Sachs, NL. Glass. Transcriptional Profiling of Cross Pathway Control in Neurospora crassa and Comparative Analysis of the Gcn4 and CPC1 Regulons.	Manual	Broad_CAP
NCU00042	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU00090	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU00090	19071122	J. Leal, FM. Squina, JS. Freitas, EM. Silva, CJ. Ono, NM. Martinez-Rossi, A. Rossi. A splice variant of the Neurospora crassa hex-1 transcript, which encodes the major protein of the Woronin body, is modulated by extracellular phosphate and pH changes.	Manual	Broad_CAP
NCU00090	19618296	FM. Squina, J. Leal, VT. Cipriano, NM. Martinez-Rossi, A. Rossi. Transcription of the Neurospora crassa 70-kDa class heat shock protein genes is modulated in response to extracellular pH changes.	Manual	Broad_CAP
NCU06539	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04360	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05206	11003665	AM. Kays, PS. Rowley, RA. Baasiri, KA. Borkovich. Regulation of conidiation and adenylyl cyclase levels by the Galpha protein GNA-3 in Neurospora crassa.	Manual	Broad_CAP
NCU05206	12455986	Q. Yang, SI. Poole, KA. Borkovich. A G-protein beta subunit required for sexual and vegetative development and maintenance of normal G alpha protein levels in Neurospora crassa.	Manual	Broad_CAP
NCU05206	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU05206	15082543	AM. Kays, KA. Borkovich. Severe impairment of growth and differentiation in a Neurospora crassa mutant lacking all heterotrimeric G alpha proteins.	Manual	Broad_CAP
NCU05206	15701799	S. Krystofova, KA. Borkovich. The heterotrimeric G-protein subunits GNG-1 and GNB-1 form a Gbetagamma dimer required for normal female fertility, asexual development, and galpha protein levels in Neurospora crassa.	Manual	Broad_CAP
NCU05206	16963633	S. Krystofova, KA. Borkovich. The predicted G-protein-coupled receptor GPR-1 is required for female sexual development in the multicellular fungus Neurospora crassa.	Manual	Broad_CAP
NCU04189	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU04189	18716060	N. Vogt, S. Seiler. The RHO1-specific GTPase-activating protein LRG1 regulates polar tip growth in parallel to Ndr kinase signaling in Neurospora.	Manual	Broad_CAP
NCU04189	239095	Eggerding, C., J. A. Randall and M. L. Sargent. An altered invertase in the cot-2 mutant of Neurospora crassa.	Manual	Broad_CAP
NCU04189	5583730	Garnjobst, L. and E. L. Tatum. A survey of new morphological mutants in Neurospora crassa 	Manual	Broad_CAP
NCU04189	9348657	Perkins, D. D.. Chromosome rearrangements in Neurospora and other filamentous fungi.	Manual	Broad_CAP
NCU06149	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05777	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02455	11034311	B. Solscheid, M. Tropschug. A novel type of FKBP in the secretory pathway of Neurospora crassa.	Manual	Broad_CAP
NCU02455	12871904	M. Nowrousian, GE. Duffield, JJ. Loros, JC. Dunlap. The frequency gene is required for temperature-dependent regulation of many clock-controlled genes in Neurospora crassa.	Manual	Broad_CAP
NCU02455	17470367	D. Tremmel, M. Duarte, A. Videira, M. Tropschug. FKBP22 is part of chaperone/folding catalyst complexes in the endoplasmic reticulum of Neurospora crassa.	Manual	Broad_CAP
NCU02455	18948221	D. Pinto, M. Duarte, S. Soares, M. Tropschug, A. Videira. Identification of all FK506-binding proteins from Neurospora crassa.	Manual	Broad_CAP
NCU02455	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00776	151279	Lerch, K.. Amino acid sequence of tyrosinase from Neurospora crassa.	Manual	Broad_CAP
NCU00776	2145978	Beltramini, M., B. Salvato, M. Santamaria, and K. Lerch.. The reaction of CN- with the binuclear copper site of Neurospora tyrosinase: its relevance for a comparison between tyrosinase and hemocyanin active sites.	Manual	Broad_CAP
NCU00776	2147580	Kupper, U., M. Linden, K. Z. Cao and K. Lerch. Expression of tyrosinase in vegetative cultures of Neurospora crassa transformed with a metallothionein promoter/protyrosinase fusion gene.	Manual	Broad_CAP
NCU00776	2150229	Kupper, U., D. M. Niedermann, B. C. Schilling and K. Lerch. ATP-induced protyrosinase synthesis and carboxyl-terminal processing in Neurospora crassa.	Manual	Broad_CAP
NCU00776	2956123	Huber, M. and K. Lerch. The influence of copper on the induction of tyrosinase and laccase in Neurospora crassa	Manual	Broad_CAP
NCU00776	6210695	Lerch, K., C. Longoni and E. Jordi. Primary structure of tyrosinase from Neurospora crassa. I. Purification and amino acid sequence of the cyanogen bromide fragments.	Manual	Broad_CAP
NCU00776	6210696	Lerch, K.. Primary structure of tyrosinase from Neurospora crassa. II. Complete amino acid sequence and chemical structure of a tripeptide containing an unusual thioether.	Manual	Broad_CAP
NCU00776	6210697	Ruegg, C., D. Ammer and K. Lerch. Comparison of amino acid sequence and thermostability of tyrosinase from three wild type strains of Neurospora crassa	Manual	Broad_CAP
NCU00776	6215031	Beltramini, M., and K. Lerch.. Fluorescence properties of Neurospora tyrosinase	Manual	Broad_CAP
NCU00776	6219663	Prade, R. A. and H. F. Terenzi. Role of sulfhydryl compounds in the control of tyrosinase activity in Neurospora crassa	Manual	Broad_CAP
NCU00776	6234942	Woolery, G. L, L. Powers, M. Winkler, E. I. Solomon, K. Lerch and T. G. Spiro. Extended X-ray absorption fine structure study of the coupled binuclear copper active site of tyrosinase from Neurospora crassa.	Manual	Broad_CAP
NCU00776	6268624	Lerch, K., W. B. Mims and J. Peisach. Pulsed EPR studies of peroxide-activated cytochrome c peroxidase and of the mercaptoethanol derivative of Neurospora tyrosinase.	Manual	Broad_CAP
NCU00776	6308414	Lerch, K.. Neurospora tyrosinase: structural, spectroscopic and catalytic properties.	Manual	Broad_CAP
NCU00776	6404252	Beltramini, M., and K. Lerch.. The reconstitution reaction of Neurospora apotyrosinase	Manual	Broad_CAP
NCU00776	6452896	Ruegg, C. and K. Lerch. Cobalt tyrosinase: replacement of the binuclear copper of Neurospora tyrosinase by cobalt	Manual	Broad_CAP
NCU00776	6458322	Pfiffner, E. and K. Lerch. Histidine at the active site of Neurospora tyrosinase	Manual	Broad_CAP
NCU02677	161750	RH. Davis. Genetics of arginine biosynthesis in Neurospora crassa.	Manual	Broad_CAP
NCU02677	17449655	C. Tian, T. Kasuga, MS. Sachs, NL. Glass. Transcriptional Profiling of Cross Pathway Control in Neurospora crassa and Comparative Analysis of the Gcn4 and CPC1 Regulons.	Manual	Broad_CAP
NCU02677	4280981	Selitrennikoff, C. P., R. E. Nelson and R. W. Siegel. Phase-specific genes for macroconidiation in Neurospora crassa.	Manual	Broad_CAP
NCU07280	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU07280	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04452	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU08762	11170738	FK. Noubissi, K. McCluskey, DP. Kasbekar. Repeat-induced point mutation (RIP) in crosses with wild-isolated strains of Neurospora crassa: evidence for dominant reduction of RIP.	Manual	Broad_CAP
NCU08762	11810252	A. Prakash, DP. Kasbekar. The sterol C-14 reductase encoded by the Neurospora crassa erg-3 gene: essential charged and polar residues identified by site-specific mutagenesis.	Manual	Broad_CAP
NCU08762	11937680	A. Prakash, DP. Kasbekar. Genes encoding chimeras of Neurospora crassa erg-3 and human TM7SF2 proteins fail to complement Neurospora and yeast sterol C-14 reductase mutants.	Manual	Broad_CAP
NCU08762	154056	Grindle, M., and R. Farrow. Sterol content and enzyme defects of nystatin-resistant mutants of Neurospora crassa 	Manual	Broad_CAP
NCU08762	8126430	Papavinasasundaram, K. G. and D. P. Kasbekar. Pisatin resistance in Dictyostelium discoideum and Neurospora crassa: comparison of mutant phenotypes	Manual	Broad_CAP
NCU00709	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU00680	17449655	C. Tian, T. Kasuga, MS. Sachs, NL. Glass. Transcriptional Profiling of Cross Pathway Control in Neurospora crassa and Comparative Analysis of the Gcn4 and CPC1 Regulons.	Manual	Broad_CAP
NCU00694	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02926	19277664	M. Nowrousian. A novel polyketide biosynthesis gene cluster is involved in fruiting body morphogenesis in the filamentous fungi Sordaria macrospora and Neurospora crassa.	Manual	Broad_CAP
NCU08500	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU08500	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
