geneid	evidencecode	pubmedid	publication	termid	termname	termnamespace
NCU00567	IMP	2987210	AU. Wandinger-Ness, EC. Wolf, RL. Weiss, RH. Davis. Acetylglutamate kinase-acetylglutamyl-phosphate reductase complex of Neurospora crassa. Evidence for two polypeptides.	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	F
NCU00567	IMP	2987210	AU. Wandinger-Ness, EC. Wolf, RL. Weiss, RH. Davis. Acetylglutamate kinase-acetylglutamyl-phosphate reductase complex of Neurospora crassa. Evidence for two polypeptides.	GO:0003991	acetylglutamate kinase activity	F
NCU00567	TAS	2987210	AU. Wandinger-Ness, EC. Wolf, RL. Weiss, RH. Davis. Acetylglutamate kinase-acetylglutamyl-phosphate reductase complex of Neurospora crassa. Evidence for two polypeptides.	GO:0006526	arginine biosynthetic process	P
NCU00567	TAS	2420793	AU. Wandinger-Ness, SA. Ness, RL. Weiss. Simultaneous purification of three mitochondrial enzymes. Acetylglutamate kinase, acetylglutamyl-phosphate reductase and carbamoyl-phosphate synthetase from Neurospora crassa.	GO:0019240	citrulline biosynthetic process	P
NCU01905	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU00549	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU03211	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU08356	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU01656	IMP	20885793	H. Xu, J. Wang, Q. Hu, Y. Quan, H. Chen, Y. Cao, C. Li, Y. Wang, Q. He. DCAF26, an adaptor protein of Cul4-based E3, is essential for DNA methylation in Neurospora crassa.	GO:0006306	DNA methylation	P
NCU01656	IMP	20885793	H. Xu, J. Wang, Q. Hu, Y. Quan, H. Chen, Y. Cao, C. Li, Y. Wang, Q. He. DCAF26, an adaptor protein of Cul4-based E3, is essential for DNA methylation in Neurospora crassa.	GO:0051567	histone H3-K9 methylation	P
NCU03530	IEP	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	GO:0030446	hyphal cell wall	C
NCU03530	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU05429	IDA	2139654	A. Matsumoto, T. Nakajima, K. Matsuda. Mode of action of glycogen branching enzyme from Neurospora crassa.	GO:0003844	1,4-alpha-glucan branching enzyme activity	F
NCU05429	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07621	IEP	18989627	P. Kiranmayi, A. Tiwari, KP. Sagar, A. Haritha, P. Maruthi Mohan. Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa.	GO:0010043	response to zinc ion	P
NCU07621	IEP	18989627	P. Kiranmayi, A. Tiwari, KP. Sagar, A. Haritha, P. Maruthi Mohan. Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa.	GO:0034224	cellular response to zinc ion starvation	P
NCU07621	IMP	18989627	P. Kiranmayi, A. Tiwari, KP. Sagar, A. Haritha, P. Maruthi Mohan. Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa.	GO:0006829	zinc ion transport	P
NCU07621	IMP	18989627	P. Kiranmayi, A. Tiwari, KP. Sagar, A. Haritha, P. Maruthi Mohan. Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa.	GO:0040009	regulation of growth rate	P
NCU07621	IMP	18989627	P. Kiranmayi, A. Tiwari, KP. Sagar, A. Haritha, P. Maruthi Mohan. Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa.	GO:0048315	conidium formation	P
NCU00477	IEP	15531214	X. Xie, HH. Wilkinson, A. Correa, ZA. Lewis, D. Bell-Pedersen, DJ. Ebbole. Transcriptional response to glucose starvation and functional analysis of a glucose transporter of Neurospora crassa.	GO:0042149	cellular response to glucose starvation	P
NCU00808	IMP	21768394	RD. Gon?alves, FB. Cupertino, FZ. Freitas, AD. Luchessi, MC. Bertolini. A genome-wide screen for Neurospora crassa transcription factors regulating glycogen metabolism.	GO:0070873	regulation of glycogen metabolic process	P
NCU01951	IC	12073042	W. Sakai, C. Ishii, H. Inoue. The upr-1 gene encodes a catalytic subunit of the DNA polymerase zeta which is involved in damage-induced mutagenesis in Neurospora crassa.	GO:0003887	DNA-directed DNA polymerase activity	F
NCU01951	IC	12073042	W. Sakai, C. Ishii, H. Inoue. The upr-1 gene encodes a catalytic subunit of the DNA polymerase zeta which is involved in damage-induced mutagenesis in Neurospora crassa.	GO:0016035	zeta DNA polymerase complex	C
NCU01951	IMP	12073042	W. Sakai, C. Ishii, H. Inoue. The upr-1 gene encodes a catalytic subunit of the DNA polymerase zeta which is involved in damage-induced mutagenesis in Neurospora crassa.	GO:0006280	mutagenesis	P
NCU01951	IMP	12073042	W. Sakai, C. Ishii, H. Inoue. The upr-1 gene encodes a catalytic subunit of the DNA polymerase zeta which is involved in damage-induced mutagenesis in Neurospora crassa.	GO:0006281	DNA repair	P
NCU09205	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0030448	hyphal growth	P
NCU09205	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0070787	conidiophore development	P
NCU07585	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU06289	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU08290	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07705	IMP	22532664	ST. Coradetti, JP. Craig, Y. Xiong, T. Shock, C. Tian, NL. Glass. Conserved and essential transcription factors for cellulase gene expression in ascomycete fungi.	GO:0030245	cellulose catabolic process	P
NCU08973	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU03957	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU06554	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01258	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU08946	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU08946	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU04579	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU08133	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU06028	IDA	2951591	JA. Baum, R. Geever, NH. Giles. Expression of qa-1F activator protein: identification of upstream binding sites in the qa gene cluster and localization of the DNA-binding domain.	GO:0043565	sequence-specific DNA binding	F
NCU09564	IC	8921158	WK. Versaw, RL. Metzenberg. Intracellular phosphate--water oxygen exchange measured by mass spectrometry.	GO:0005436	sodium:phosphate symporter activity	F
NCU09564	IMP	7732001	WK. Versaw, RL. Metzenberg. Repressible cation-phosphate symporters in Neurospora crassa.	GO:0005436	sodium:phosphate symporter activity	F
NCU00801	IDA	20829451	JM. Galazka, C. Tian, WT. Beeson, B. Martinez, NL. Glass, JH. Cate. Cellodextrin transport in yeast for improved biofuel production.	GO:0006115	ethanol biosynthetic process	P
NCU00801	IDA	20829451	JM. Galazka, C. Tian, WT. Beeson, B. Martinez, NL. Glass, JH. Cate. Cellodextrin transport in yeast for improved biofuel production.	GO:0019533	cellobiose transport	P
NCU08340	IDA	20707002	D. Managadze, C. W?rtz, S. Wiese, HE. Meyer, G. Niehaus, R. Erdmann, B. Warscheid, H. Rottensteiner. A proteomic approach towards the identification of the matrix protein content of the two types of microbodies in Neurospora crassa.	GO:0009514	glyoxysome	C
NCU03739	IPI	17470367	D. Tremmel, M. Duarte, A. Videira, M. Tropschug. FKBP22 is part of chaperone/folding catalyst complexes in the endoplasmic reticulum of Neurospora crassa.	GO:0005783	endoplasmic reticulum	C
NCU06915	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU05850	IDA	22470547	P. Carneiro, M. Duarte, A. Videira. Characterization of apoptosis-related oxidoreductases from Neurospora crassa.	GO:0005737	cytoplasm	C
NCU05850	IDA	22470547	P. Carneiro, M. Duarte, A. Videira. Characterization of apoptosis-related oxidoreductases from Neurospora crassa.	GO:0005739	mitochondrion	C
NCU05850	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU09210	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU09068	IDA	9632783	B. Feng, GA. Marzluf. Interaction between major nitrogen regulatory protein NIT2 and pathway-specific regulatory factor NIT4 is required for their synergistic activation of gene expression in Neurospora crassa.	GO:0019904	protein domain specific binding	F
NCU09068	IDA	2142530	YH. Fu, GA. Marzluf. nit-2, the major positive-acting nitrogen regulatory gene of Neurospora crassa, encodes a sequence-specific DNA-binding protein.	GO:0043565	sequence-specific DNA binding	F
NCU09068	IEP	2885741	YH. Fu, GA. Marzluf. Characterization of nit-2, the major nitrogen regulatory gene of Neurospora crassa.	GO:0043562	cellular response to nitrogen levels	P
NCU09068	IMP	21768394	RD. Gon?alves, FB. Cupertino, FZ. Freitas, AD. Luchessi, MC. Bertolini. A genome-wide screen for Neurospora crassa transcription factors regulating glycogen metabolism.	GO:0070873	regulation of glycogen metabolic process	P
NCU02945	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU02943	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU02943	IMP	12574118	D. Mokranjac, SA. Paschen, C. Kozany, H. Prokisch, SC. Hoppins, FE. Nargang, W. Neupert, K. Hell. Tim50, a novel component of the TIM23 preprotein translocase of mitochondria.	GO:0045041	protein import into mitochondrial intermembrane space	P
NCU02943	IPI	12574118	D. Mokranjac, SA. Paschen, C. Kozany, H. Prokisch, SC. Hoppins, FE. Nargang, W. Neupert, K. Hell. Tim50, a novel component of the TIM23 preprotein translocase of mitochondria.	GO:0005744	mitochondrial inner membrane presequence translocase complex	C
NCU07965	IEP	19801418	BJ. Bowman, M. Draskovic, M. Freitag, EJ. Bowman. Structure and distribution of organelles and cellular location of calcium transporters in Neurospora crassa.	GO:0005783	endoplasmic reticulum	C
NCU02124	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU02812	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU02811	IMP	21666072	C. Fu, P. Iyer, A. Herkal, J. Abdullah, A. Stout, SJ. Free. Identification and characterization of genes required for cell-to-cell fusion in Neurospora crassa.	GO:0000768	syncytium formation by plasma membrane fusion	P
NCU09842	IMP	21666072	C. Fu, P. Iyer, A. Herkal, J. Abdullah, A. Stout, SJ. Free. Identification and characterization of genes required for cell-to-cell fusion in Neurospora crassa.	GO:0000768	syncytium formation by plasma membrane fusion	P
NCU09842	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU09842	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030437	ascospore formation	P
NCU09842	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030448	hyphal growth	P
NCU09842	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0048315	conidium formation	P
NCU09842	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0070787	conidiophore development	P
NCU06630	IDA	19020516	J. Cha, SS. Chang, G. Huang, P. Cheng, Y. Liu. Control of WHITE COLLAR localization by phosphorylation is a critical step in the circadian negative feedback process.	GO:0005634	nucleus	C
NCU06630	IDA	19020516	J. Cha, SS. Chang, G. Huang, P. Cheng, Y. Liu. Control of WHITE COLLAR localization by phosphorylation is a critical step in the circadian negative feedback process.	GO:0005737	cytoplasm	C
NCU06630	IMP	9790584	E. Yatzkan, B. Sz?or, Z. Feh?r, V. Dombr?di, O. Yarden. Protein phosphatase 2A is involved in hyphal growth of Neurospora crassa.	GO:0004721	phosphoprotein phosphatase activity	F
NCU06630	IMP	9790584	E. Yatzkan, B. Sz?or, Z. Feh?r, V. Dombr?di, O. Yarden. Protein phosphatase 2A is involved in hyphal growth of Neurospora crassa.	GO:0030448	hyphal growth	P
NCU00484	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005739	mitochondrion	C
NCU00484	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005747	mitochondrial respiratory chain complex I	C
NCU00484	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0006116	NADH oxidation	P
NCU00484	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0009055	electron carrier activity	F
NCU00183	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU08755	IDA	20677177	C. Bohlin, SN. Olsen, MD. Morant, S. Patkar, K. Borch, P. Westh. A comparative study of activity and apparent inhibition of fungal ?-glucosidases.	GO:0008422	beta-glucosidase activity	F
NCU08755	IEP	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	GO:0009277	fungal-type cell wall	C
NCU05591	IC	22749171	Y. Zhang, Z. Zhang, X. Zhang, H. Zhang, X. Sun, C. Hu, S. Li. CDR4 is the major contributor to azole resistance among four Pdr5p-like ABC transporters in Neurospora crassa.	GO:0045118	azole transporter activity	F
NCU05591	IEP	22749171	Y. Zhang, Z. Zhang, X. Zhang, H. Zhang, X. Sun, C. Hu, S. Li. CDR4 is the major contributor to azole resistance among four Pdr5p-like ABC transporters in Neurospora crassa.	GO:0060992	response to fungicide	P
NCU05591	IMP	22749171	Y. Zhang, Z. Zhang, X. Zhang, H. Zhang, X. Sun, C. Hu, S. Li. CDR4 is the major contributor to azole resistance among four Pdr5p-like ABC transporters in Neurospora crassa.	GO:0015903	fluconazole transport	P
NCU05591	IMP	22749171	Y. Zhang, Z. Zhang, X. Zhang, H. Zhang, X. Sun, C. Hu, S. Li. CDR4 is the major contributor to azole resistance among four Pdr5p-like ABC transporters in Neurospora crassa.	GO:0045117	azole transport	P
NCU05601	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU05601	IDA	2848813	DW. Nicholson, C. Hergersberg, W. Neupert. Role of cytochrome c heme lyase in the import of cytochrome c into mitochondria.	GO:0004408	holocytochrome-c synthase activity	F
NCU05601	IMP	2454235	FE. Nargang, ME. Drygas, PL. Kwong, DW. Nicholson, W. Neupert. A mutant of Neurospora crassa deficient in cytochrome c heme lyase activity cannot import cytochrome c into mitochondria.	GO:0004408	holocytochrome-c synthase activity	F
NCU05601	IMP	None	None	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU09862	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU01154	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01154	IMP	16801547	HV. Colot, G. Park, GE. Turner, C. Ringelberg, CM. Crew, L. Litvinkova, RL. Weiss, KA. Borkovich, JC. Dunlap. A high-throughput gene knockout procedure for Neurospora reveals functions for multiple transcription factors.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU01154	IMP	21768394	RD. Gon?alves, FB. Cupertino, FZ. Freitas, AD. Luchessi, MC. Bertolini. A genome-wide screen for Neurospora crassa transcription factors regulating glycogen metabolism.	GO:0070873	regulation of glycogen metabolic process	P
NCU01162	IMP	22879952	A. Maddi, A. Dettman, C. Fu, S. Seiler, SJ. Free. WSC-1 and HAM-7 Are MAK-1 MAP kinase pathway sensors required for cell wall integrity and hyphal fusion in Neurospora crassa.	GO:0009409	response to cold	P
NCU01162	IMP	22879952	A. Maddi, A. Dettman, C. Fu, S. Seiler, SJ. Free. WSC-1 and HAM-7 Are MAK-1 MAP kinase pathway sensors required for cell wall integrity and hyphal fusion in Neurospora crassa.	GO:0009651	response to salt stress	P
NCU01162	IMP	22879952	A. Maddi, A. Dettman, C. Fu, S. Seiler, SJ. Free. WSC-1 and HAM-7 Are MAK-1 MAP kinase pathway sensors required for cell wall integrity and hyphal fusion in Neurospora crassa.	GO:0048315	conidium formation	P
NCU09447	IC	17379240	P. Carneiro, M. Duarte, A. Videira. The external alternative NAD(P)H dehydrogenase NDE3 is localized both in the mitochondria and in the cytoplasm of Neurospora crassa.	GO:0003954	NADH dehydrogenase activity	F
NCU09447	IEP	17379240	P. Carneiro, M. Duarte, A. Videira. The external alternative NAD(P)H dehydrogenase NDE3 is localized both in the mitochondria and in the cytoplasm of Neurospora crassa.	GO:0005737	cytoplasm	C
NCU09447	IEP	17379240	P. Carneiro, M. Duarte, A. Videira. The external alternative NAD(P)H dehydrogenase NDE3 is localized both in the mitochondria and in the cytoplasm of Neurospora crassa.	GO:0005758	mitochondrial intermembrane space	C
NCU09447	IMP	22100504	P. Carneiro, M. Duarte, A. Videira. Disruption of alternative NAD(P)H dehydrogenases leads to decreased mitochondrial ROS in Neurospora crassa.	GO:2000377	regulation of reactive oxygen species metabolic process	P
NCU09447	IMP	17379240	P. Carneiro, M. Duarte, A. Videira. The external alternative NAD(P)H dehydrogenase NDE3 is localized both in the mitochondria and in the cytoplasm of Neurospora crassa.	GO:0006116	NADH oxidation	P
NCU02373	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005739	mitochondrion	C
NCU02373	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005747	mitochondrial respiratory chain complex I	C
NCU02373	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0006116	NADH oxidation	P
NCU02373	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0009055	electron carrier activity	F
NCU02373	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU06777	IEP	19801418	BJ. Bowman, M. Draskovic, M. Freitag, EJ. Bowman. Structure and distribution of organelles and cellular location of calcium transporters in Neurospora crassa.	GO:0005773	vacuole	C
NCU04295	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU03261	None	18067274	KL. Henscheid, RB. Voelker, JA. Berglund. Alternative modes of binding by U2AF65 at the polypyrimidine tract.	GO:0000349	generation of catalytic spliceosome for first transesterification step	P
NCU07483	IMP	10669587	T. Sone, AJ. Griffiths. The frost gene of Neurospora crassa is a homolog of yeast cdc1 and affects hyphal branching via manganese homeostasis.	GO:0030448	hyphal growth	P
NCU03288	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU02498	IMP	21354536	MK. Watters, M. Boersma, M. Johnson, C. Reyes, E. Westrick, E. Lindamood. A screen for Neurospora knockout mutants displaying growth rate dependent branch density.	GO:0030448	hyphal growth	P
NCU02498	IPI	21151958	J. Wang, Q. Hu, H. Chen, Z. Zhou, W. Li, Y. Wang, S. Li, Q. He. Role of individual subunits of the Neurospora crassa CSN complex in regulation of deneddylation and stability of cullin proteins.	GO:0031463	Cul3-RING ubiquitin ligase complex	C
NCU08332	IC	21296914	E. S?nchez-Le?n, J. Verd?n, M. Freitag, RW. Roberson, S. Bartnicki-Garcia, M. Riquelme. Traffic of chitin synthase 1 (CHS-1) to the Spitzenk?rper and developing septa in hyphae of Neurospora crassa: actin dependence and evidence of distinct microvesicle populations.	GO:0005198	structural molecule activity	F
NCU08332	IDA	20707002	D. Managadze, C. W?rtz, S. Wiese, HE. Meyer, G. Niehaus, R. Erdmann, B. Warscheid, H. Rottensteiner. A proteomic approach towards the identification of the matrix protein content of the two types of microbodies in Neurospora crassa.	GO:0009514	glyoxysome	C
NCU08332	IEP	19071122	J. Leal, FM. Squina, JS. Freitas, EM. Silva, CJ. Ono, NM. Martinez-Rossi, A. Rossi. A splice variant of the Neurospora crassa hex-1 transcript, which encodes the major protein of the Woronin body, is modulated by extracellular phosphate and pH changes.	GO:0009268	response to pH	P
NCU08332	IEP	15800068	WK. Tey, AJ. North, JL. Reyes, YF. Lu, G. Jedd. Polarized gene expression determines woronin body formation at the leading edge of the fungal colony.	GO:0005777	peroxisome	C
NCU08332	IMP	10783241	G. Jedd, NH. Chua. A new self-assembled peroxisomal vesicle required for efficient resealing of the plasma membrane.	GO:0019835	cytolysis	P
NCU08332	IMP	11273682	K. Tenney, I. Hunt, J. Sweigard, JI. Pounder, C. McClain, EJ. Bowman, BJ. Bowman. Hex-1, a gene unique to filamentous fungi, encodes the major protein of the Woronin body and functions as a plug for septal pores.	GO:0048315	conidium formation	P
NCU08332	NR	21296914	E. S?nchez-Le?n, J. Verd?n, M. Freitag, RW. Roberson, S. Bartnicki-Garcia, M. Riquelme. Traffic of chitin synthase 1 (CHS-1) to the Spitzenk?rper and developing septa in hyphae of Neurospora crassa: actin dependence and evidence of distinct microvesicle populations.	GO:0044464	cell part	C
NCU09598	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU09598	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU01525	IMP	20462202	DC. Anderson, GR. Green, K. Smith, EU. Selker. Extensive and varied modifications in histone H2B of wild-type and histone deacetylase 1 mutant Neurospora crassa.	GO:0016570	histone modification	P
NCU01525	IMP	20876559	KM. Smith, JR. Dobosy, JE. Reifsnyder, MR. Rountree, DC. Anderson, GR. Green, EU. Selker. H2B- and H3-specific histone deacetylases are required for DNA methylation in Neurospora crassa.	GO:0006306	DNA methylation	P
NCU01525	IMP	20876559	KM. Smith, JR. Dobosy, JE. Reifsnyder, MR. Rountree, DC. Anderson, GR. Green, EU. Selker. H2B- and H3-specific histone deacetylases are required for DNA methylation in Neurospora crassa.	GO:0070932	histone H3 deacetylation	P
